keyword,latitude,longitude,description
Medicines,29.1661113,90.5251009,Exclusive
Food,34.8711827,90.5966419,Front-line
Sports,30.7067522,90.9904539,stable
Outdoors,29.3936662,92.7326323,middleware
Medicines,32.6254138,90.9276251,architecture
Medicines,33.512607,93.1302291,Business-focused
Water,29.6970563,88.1721563,Proactive
Food,30.4438443,91.3824602,Exclusive
Water,34.5097812,89.6483047,Secured
Music,30.9529988,88.5959383,24 hour
Clothing,33.3799616,89.3811762,protocol
Medicines,32.067725,92.8747778,Future-proofed
Music,30.4417876,88.0426038,parallelism
Food,32.0236406,91.651171,Configurable
Food,32.7512953,93.9132384,Persevering
Tools,34.3467692,91.9139915,optimizing
Water,31.6461214,93.2897456,challenge
Medicines,32.3751787,92.9303533,Self-enabling
Home,32.5060554,89.1044369,info-mediaries
Clothing,30.4227457,93.4282862,solution
Others,29.1904285,88.0510467,uniform
Medicines,32.2031669,93.7681422,Right-sized
Others,34.0554166,93.0870745,info-mediaries
Medicines,30.2193173,89.8395124,Function-based
Medicines,32.1152089,88.3241084,leverage
Garden,34.8709865,90.9925797,value-added
Clothing,31.3990047,90.1415369,contextually-based
Water,34.3920818,92.5378016,Customizable
Water,33.6505807,91.1781965,process improvement
Clothing,32.9224994,93.6835604,mission-critical
Grocery,30.3845859,91.3659544,5th generation
Water,30.3689981,93.5059115,directional
Clothing,33.7021006,90.6489648,multi-tasking
Food,34.2100831,89.2050844,matrix
Food,33.6536218,89.0029372,Upgradable
Food,30.9141612,89.2917748,Right-sized
Music,32.5344071,93.3536306,24/7
Music,34.3097584,88.082262,data-warehouse
Outdoors,33.0626239,90.9725957,contextually-based
Food,33.5518913,89.3448288,instruction set
Music,32.0550808,90.5260892,zero tolerance
Medicines,31.102768,91.9996581,open system
Garden,29.5859694,91.7892467,access
Outdoors,33.3911214,93.9659651,content-based
Tools,30.9585214,92.5486473,value-added
Home,30.0585823,93.2252166,synergy
Food,33.0289664,92.166954,emulation
Food,32.6950301,88.2468846,Expanded
Grocery,33.4502905,90.9421193,functionalities
Clothing,33.8155261,89.5041356,task-force
Sports,33.3696428,92.5033628,matrix
Food,34.7111739,91.8614014,complexity
Water,34.3969262,92.2113618,local area network
Appliances,31.0896992,91.67778559999999,budgetary management
Food,32.0566914,92.5640414,methodical
Clothing,30.3945819,91.2595038,Organic
Clothing,33.7874934,93.3283259,frame
Clothing,34.0069332,90.9989702,Integrated
Clothing,29.9488095,88.9962296,Extended
Medicines,29.1022283,88.4129449,Integrated
Food,29.3056711,89.0370953,system engine
Tools,31.7657778,91.9403695,toolset
Appliances,30.2370551,92.3537938,synergy
Food,32.3359485,93.9328358,emulation
Music,31.3295002,92.5954206,superstructure
Food,29.2583717,92.8203762,Networked
Music,34.0272163,89.8812109,toolset
Music,31.4201689,90.9837657,demand-driven
Water,29.9172814,92.9376243,Multi-layered
Water,31.0551399,90.0985789,Self-enabling
Sports,32.8948167,90.0439434,Integrated
Home,32.1603626,90.4668541,knowledge user
Water,33.8441905,90.4225912,didactic
Music,32.7076252,91.7817775,functionalities
Music,33.3457608,88.4628531,Monitored
Water,30.9865015,89.7038063,intangible
Grocery,34.4611235,93.2908067,info-mediaries
Clothing,32.7173605,93.8057729,Cross-group
Appliances,30.0700651,93.2645739,paradigm
Home,34.494753,90.7537477,cohesive
Food,32.1920835,88.0777008,analyzing
Appliances,33.8646698,89.4495995,Operative
Clothing,31.2804086,88.8077986,Grass-roots
Grocery,30.9356874,90.5276633,Up-sized
Outdoors,29.3203958,91.6725674,focus group
Food,30.9904584,93.0705012,heuristic
Food,30.5478696,89.1726356,extranet
Water,30.3559745,91.0803985,functionalities
Food,29.3863109,90.9364128,context-sensitive
Food,29.418307,88.2408936,logistical
Sports,30.6448074,92.5211513,Progressive
Appliances,29.4222472,88.6109745,algorithm
Food,32.6021434,91.6698268,service-desk
Water,29.0445322,88.1614328,open system
Grocery,32.7860313,91.5992277,multimedia
Medicines,34.166448,88.6821737,approach
Medicines,33.3404225,88.4095275,product
Music,34.9847554,93.4487805,conglomeration
Garden,33.6564712,90.3736316,support
Appliances,30.5927679,91.6873742,web-enabled
Tools,34.4771996,92.655367,heuristic
Clothing,32.7963743,88.6693826,Customer-focused
Medicines,29.3818862,88.9407882,benchmark
Medicines,29.9781649,91.8815102,background
Food,31.0523889,92.3893433,6th generation
Food,33.9673876,91.7586566,Distributed
Tools,30.03728,89.3742261,framework
Medicines,34.0218144,93.0486289,Cloned
Medicines,30.4148952,93.4002732,non-volatile
Music,34.3948628,93.1784777,approach
Food,31.8614634,88.7633667,user-facing
Medicines,34.8331039,89.9623994,Business-focused
Clothing,34.8100466,92.4854607,client-server
Clothing,33.9585291,93.6233489,Streamlined
Medicines,34.6701713,90.0121036,software
Water,30.3273062,92.2130152,Right-sized
Garden,34.6863089,90.1327315,full-range
Grocery,33.5173586,88.2307617,didactic
Grocery,30.1418858,90.8095741,user-facing
Food,33.0997912,88.8622042,Re-contextualized
Grocery,29.9747232,88.5052149,customer loyalty
Food,29.1890446,90.7607338,capacity
Medicines,33.4068968,91.5322017,leading edge
Clothing,32.9567582,91.2424753,tangible
Food,30.8224052,90.5687965,needs-based
Home,29.6479123,90.4035689,zero administration
Water,31.0750956,90.1098174,mobile
Appliances,29.8146601,92.8749215,logistical
Garden,33.9760997,88.6760041,workforce
Medicines,33.1114321,89.920393,Optional
Grocery,31.8543537,90.89325,Integrated
Others,30.6742314,92.8918845,Balanced
Tools,29.4612981,92.0202344,success
Food,32.3956905,89.3315298,Robust
Clothing,29.1754316,91.4189923,function
Medicines,30.7327618,89.8406006,Inverse
Garden,29.9323063,89.3578747,project
Grocery,29.6921846,88.508733,Implemented
Food,33.5054832,88.8108313,Graphical User Interface
Music,31.0588773,91.407916,intermediate
Tools,34.513605,90.70506,infrastructure
Food,33.0020809,88.3843283,toolset
Food,33.6204248,92.9172322,attitude-oriented
Clothing,30.211794,92.6515149,Synchronised
Appliances,31.796924,90.7801326,Horizontal
Sports,30.0131854,93.8717644,well-modulated
Clothing,32.7621894,93.0618046,open architecture
Appliances,31.1678114,90.2556811,24 hour
Medicines,31.9403458,89.8722223,systemic
Medicines,30.9156419,90.8413603,Multi-tiered
Appliances,30.2674756,92.111254,zero administration
Clothing,34.6924059,89.3557231,grid-enabled
Clothing,34.5047541,93.6421529,Reduced
Food,32.1048738,91.3503296,24/7
Sports,32.8062266,92.6180283,middleware
Water,33.0399018,92.5327997,Pre-emptive
Medicines,32.0067152,93.8538019,composite
Medicines,32.4613288,88.2414558,global
Medicines,32.0297378,88.5222021,Grass-roots
Medicines,33.2857934,88.2399526,non-volatile
Clothing,31.1476437,90.7269058,capability
Medicines,33.4523927,90.1133504,bandwidth-monitored
Food,34.2286561,89.6919732,mission-critical
Grocery,30.4819043,93.0430041,motivating
Food,31.5128095,90.091513,open system
Music,30.9867092,88.1632731,4th generation
Water,33.8964122,89.9595832,Persistent
Clothing,33.0563531,89.7388155,Exclusive
Water,29.8281175,92.3585993,didactic
Outdoors,34.9281232,91.4320808,Up-sized
Garden,32.0077738,88.0699157,interface
Medicines,30.3443571,90.2421903,intranet
Home,33.3104603,93.8531362,hybrid
Appliances,29.8555415,92.5388005,optimal
Clothing,34.2478373,90.4899574,open system
Others,32.037636,93.0966253,Universal
Medicines,34.4495575,93.5858556,Right-sized
Clothing,30.9854991,93.5824022,Focused
Food,34.9441805,90.4186756,time-frame
Clothing,31.9698943,88.0036038,Virtual
Medicines,29.1037537,92.668103,matrix
Appliances,30.7062422,90.3741475,Horizontal
Food,33.3833944,91.8917062,paradigm
Clothing,33.3149743,93.3476478,secured line
Home,29.676468,88.821506,projection
Grocery,34.4584408,92.5644305,incremental
Sports,34.176906,92.0063144,Organic
Clothing,33.58709,88.9647202,Realigned
Medicines,30.4072782,92.2620874,Self-enabling
Others,29.9947402,91.5216422,hardware
Medicines,30.0184196,88.450841,orchestration
Medicines,32.5704436,89.5180833,User-centric
Food,30.5711107,92.6422377,Expanded
Clothing,29.3397827,91.368985,Persistent
Outdoors,33.0191397,92.1559281,Quality-focused
Medicines,29.5296678,89.3303882,Innovative
Medicines,29.3647591,88.1058835,budgetary management
Home,33.0447951,91.9586147,maximized
Appliances,32.3242799,89.2117128,systemic
Clothing,32.0221322,89.5091638,Integrated
Food,29.2326306,89.8461339,hierarchy
Clothing,30.5624397,89.4860092,Synergized
Appliances,33.5595102,88.2316371,Distributed
Medicines,33.7847519,93.5753646,installation
Garden,32.5037581,88.6422842,eco-centric
Medicines,33.2859586,88.8904508,Face to face
Music,33.616244,88.5631384,access
Music,33.8218725,90.0156576,Customizable
Water,32.7978048,90.1294865,leverage
Water,34.5453577,93.6329586,Multi-tiered
Medicines,33.2683165,93.3570308,middleware
Outdoors,30.1206623,91.4607082,clear-thinking
Appliances,29.6430063,88.2237297,Multi-lateral
Medicines,30.7009022,90.7448775,object-oriented
Outdoors,34.3051086,91.8187422,Enhanced
Outdoors,34.5359571,92.7197813,Streamlined
Grocery,31.8679053,88.7008012,forecast
Appliances,32.0575578,93.0560582,real-time
Tools,34.9733944,90.6387339,Adaptive
Food,33.0620506,90.2961474,methodology
Sports,33.282223,93.3955501,asynchronous
Home,30.263974,90.2798364,success
Medicines,33.3054236,93.5489974,stable
Garden,32.0869571,89.0976907,motivating
Outdoors,34.1435865,91.5149848,Visionary
Medicines,30.80305,89.8715062,Triple-buffered
Sports,29.1950572,92.6371822,empowering
Food,31.1647709,91.039603,dynamic
Medicines,29.837751,90.5711024,value-added
Clothing,29.3424556,89.8493828,Monitored
Medicines,34.3970887,93.2957147,incremental
Food,29.2167753,90.7664199,encompassing
Food,29.3939415,88.0557179,support
Appliances,34.088861,93.692881,Front-line
Music,32.6449038,89.8540067,actuating
Outdoors,33.8059353,90.1258964,Multi-layered
Food,31.7144774,89.4597261,national
Water,30.0370458,91.1979747,local area network
Grocery,34.2063981,92.870776,process improvement
Grocery,34.5410856,91.2781626,bifurcated
Outdoors,29.6520015,92.884783,3rd generation
Garden,34.4208029,93.4059818,knowledge user
Home,31.775217,93.333148,attitude
Others,30.6142045,90.8518573,system engine
Medicines,32.4336294,89.1785739,full-range
Outdoors,33.4983079,90.7656791,dynamic
Food,33.6913852,89.5421264,paradigm
Tools,33.7483013,88.0140912,Adaptive
Medicines,32.0052295,93.3058754,function
Appliances,34.7523671,92.5744641,Robust
Home,30.3598712,89.7202195,Synchronised
Water,29.5641047,89.4105653,bifurcated
Appliances,30.0671798,91.3434805,synergy
Clothing,32.7122187,92.5336915,Optional
Water,30.1815125,91.137998,complexity
Tools,32.8896974,92.872065,Devolved
Appliances,32.8422696,88.8852375,secondary
Outdoors,31.9815681,89.4506329,homogeneous
Food,34.3736038,93.6616685,artificial intelligence
Home,34.8727634,89.1432737,global
Medicines,32.1879899,93.6019671,Organic
Medicines,30.8192215,89.3314805,leverage
Food,29.4269954,92.6229647,Profit-focused
Water,30.8491006,92.6517464,parallelism
Medicines,29.6963304,91.3534248,hub
Garden,31.4652118,93.4908212,synergy
Home,33.5540279,89.7555846,Reactive
Appliances,34.4809398,88.7994512,Persistent
Medicines,29.1000145,88.7393632,internet solution
Water,33.2199321,93.9110768,scalable
Garden,29.5158091,91.1159868,project
Food,34.744928,93.7443599,Object-based
Clothing,33.1841034,89.9651615,artificial intelligence
Music,30.1477602,88.2361034,executive
Medicines,33.7788361,91.7300323,asymmetric
Home,34.2777489,90.9481329,paradigm
Medicines,31.3229136,89.0400924,Profit-focused
Food,29.0914629,90.7264408,neutral
Grocery,33.5835892,91.9919914,Up-sized
Clothing,32.0056205,90.5588671,Enterprise-wide
Tools,30.5568059,91.3850671,Graphic Interface
Outdoors,29.1753339,91.7664524,standardization
Food,31.6725285,91.989389,maximized
Medicines,29.7386181,91.9568374,intangible
Others,31.1288455,92.1913662,Multi-lateral
Medicines,30.7443374,90.3933276,Virtual
Medicines,29.4056064,89.1743768,6th generation
Food,30.0809692,92.6727825,local area network
Clothing,34.8662491,88.8039334,attitude-oriented
Medicines,29.6491424,91.7753203,Devolved
Medicines,34.2051082,90.2125582,reciprocal
Home,34.7640419,88.7656855,executive
Medicines,30.0928861,88.6764074,support
Sports,31.2241881,93.764146,Diverse
Medicines,32.9840273,91.2871438,Persevering
Food,33.3231361,89.7859067,Reverse-engineered
Music,29.2466714,89.4172559,Operative
Music,34.7651672,93.3296021,Versatile
Appliances,31.9301683,92.4658983,Upgradable
Grocery,30.1940989,93.0492768,Quality-focused
Music,32.3545778,92.3223604,Diverse
Water,30.276295,89.885718,Balanced
Medicines,32.1314908,92.3643143,Balanced
Food,32.7512232,93.0070902,static
Medicines,29.039297,89.8376301,Re-contextualized
Home,32.3915262,90.2870808,client-driven
Grocery,30.3178275,90.3058677,process improvement
Grocery,32.2737875,91.3784944,standardization
Medicines,34.2844302,88.5817144,empowering
Clothing,32.3341902,90.263435,next generation
Food,31.3008429,91.0680632,attitude
Food,31.8774086,92.464179,Secured
Food,34.4940709,92.4795773,6th generation
Water,34.7084822,89.9866974,monitoring
Appliances,34.1421773,91.8012748,demand-driven
Food,31.0953631,90.9140394,client-driven
Clothing,29.4166482,89.5693079,Configurable
Outdoors,32.1450604,91.4723981,hub
Medicines,34.2792273,92.1293756,heuristic
Clothing,29.58926,91.2325639,Exclusive
Water,33.7789306,91.6438663,support
Grocery,30.6710932,91.2808411,Customer-focused
Others,31.0560859,92.8630098,regional
Garden,34.3378324,89.8200657,Digitized
Water,32.0900744,93.1315786,Centralized
Garden,34.1141364,89.7202308,Managed
Clothing,34.6462504,89.0220648,orchestration
Medicines,33.1665658,92.3433233,stable
Clothing,33.2245763,89.8440392,Public-key
Water,33.6370555,91.7270561,encoding
Home,34.056744,90.2700808,dedicated
Tools,33.4762576,91.8048775,Sharable
Home,30.2363657,93.2271074,Streamlined
Clothing,34.192587,92.1090757,hybrid
Medicines,34.4973183,92.5467,Function-based
Clothing,32.8701783,91.613635,groupware
Grocery,32.8828281,90.510712,solution
Medicines,31.4755036,93.9230438,value-added
Water,31.5561108,92.2940078,Team-oriented
Food,29.9123064,92.7656092,intermediate
Sports,31.5147518,91.420644,multimedia
Home,33.0047388,89.9594507,6th generation
Medicines,30.7384866,90.9354679,support
Home,32.0978815,92.7244974,Object-based
Outdoors,29.3705815,91.7209858,structure
Medicines,33.2484489,89.6833294,Graphic Interface
Tools,33.2391331,91.8176706,De-engineered
Home,30.1932403,92.9495566,intranet
Food,30.533744,92.0179266,local
Garden,33.9997293,92.4631981,synergy
Medicines,30.3108192,91.4624889,incremental
Outdoors,30.4694115,90.5699563,Fully-configurable
Medicines,31.3240122,90.5916167,logistical
Medicines,34.4998865,90.1425847,Horizontal
Appliances,31.1457361,90.7428535,open system
Appliances,34.9259393,92.5263595,strategy
Music,34.1740701,93.3468845,middleware
Clothing,33.6500078,92.2281971,logistical
Outdoors,31.2985172,93.8140381,hardware
Medicines,32.2688016,88.0702736,Configurable
Water,32.4031066,88.5889419,intermediate
Outdoors,30.9366915,89.3663954,complexity
Clothing,31.0780046,93.0661858,model
Medicines,30.7150234,93.0571041,Re-contextualized
Appliances,30.5951349,91.431037,customer loyalty
Grocery,33.1360059,92.6719498,productivity
Others,33.8529529,93.96652,Function-based
Others,31.5229506,93.7602594,optimal
Grocery,29.3309148,93.7810525,incremental
Food,31.0392889,93.5515165,stable
Medicines,31.2329442,89.158746,support
Food,34.4878866,89.9455565,Object-based
Tools,29.3589526,89.5101287,solution
Outdoors,31.9237424,93.5226545,dedicated
Outdoors,32.3105363,89.6425307,4th generation
Medicines,33.8008285,93.4543631,time-frame
Appliances,33.691683,90.4891241,Versatile
Clothing,33.0150326,93.5410095,Self-enabling
Medicines,32.8293334,93.5075462,fault-tolerant
Water,32.3266796,93.258034,Down-sized
Medicines,32.831433,93.4013551,Phased
Others,29.2665546,91.2505709,open architecture
Home,33.9753768,92.8400489,Integrated
Clothing,34.2275713,92.0902511,open architecture
Outdoors,34.6988058,93.429752,Graphic Interface
Water,29.0858754,92.19271,content-based
Clothing,34.8440654,90.732491,groupware
Appliances,29.7013937,93.9759656,multi-tasking
Appliances,29.8446296,90.6188182,reciprocal
Medicines,34.390998,93.8385466,Realigned
Medicines,33.4025354,93.1888266,synergy
Food,30.6671774,91.4996668,budgetary management
Medicines,32.2281105,92.690448,task-force
Medicines,34.9343531,91.0344189,context-sensitive
Medicines,29.1717166,90.7084751,Visionary
Clothing,31.148989,93.3802554,focus group
Food,30.1834301,92.1888876,methodology
Appliances,32.8495286,89.0610744,Stand-alone
Clothing,33.0816515,93.1994792,utilisation
Food,29.4715083,93.4727421,Proactive
Garden,31.1506982,89.763443,client-server
Outdoors,32.4885973,93.0798158,Polarised
Outdoors,30.7616313,93.232634,Implemented
Sports,33.0504493,89.2446064,Fully-configurable
Music,33.2922607,90.0123058,Grass-roots
Appliances,34.1007043,91.9992508,matrices
Water,32.6972364,92.4625533,Networked
Others,30.9800788,90.8949731,customer loyalty
Others,34.6819729,88.842856,responsive
Medicines,33.1170183,90.42020049999999,circuit
Clothing,32.5263208,90.0828759,human-resource
Sports,34.1830106,90.3872596,analyzing
Home,33.8487145,91.56731,extranet
Grocery,34.7527839,88.2219756,Open-source
Clothing,31.9610566,91.1040405,human-resource
Appliances,29.0793696,92.3468505,Persevering
Garden,30.9405997,93.1658461,Synergistic
Food,31.2231315,91.5372606,hierarchy
Clothing,30.1595364,90.008484,24 hour
Music,30.2842025,88.9449348,firmware
Medicines,31.0319761,90.9702943,tertiary
Food,30.5413002,89.7599579,non-volatile
Food,32.2732617,90.4306728,mission-critical
Medicines,34.5913234,93.5815265,process improvement
Clothing,30.6733295,93.8633982,Balanced
Music,32.8746286,90.4373135,Assimilated
Sports,34.3872067,90.3158058,Self-enabling
Water,29.0119563,92.9870323,initiative
Medicines,30.2674944,91.9599095,Cross-platform
Food,31.2778913,89.891416,architecture
Food,31.0732453,93.7870514,systemic
Tools,30.5374795,90.4553062,framework
Medicines,31.9973339,88.0165802,Enterprise-wide
Medicines,32.406761,92.4267791,Cross-platform
Medicines,33.5070822,92.2582802,architecture
Clothing,31.7999729,92.4679252,zero administration
Home,30.6709416,89.7083234,Ergonomic
Others,32.1251794,93.6650939,grid-enabled
Grocery,31.1392495,92.0460415,Graphic Interface
Tools,34.8133674,91.8221918,Upgradable
Clothing,32.1085846,91.0225581,national
Water,33.5705847,92.1803938,asynchronous
Food,30.7580242,92.5768315,capability
Medicines,33.3306816,90.7273082,monitoring
Clothing,31.1896834,92.0232976,zero defect
Music,34.409452,93.3098266,multi-tasking
Appliances,34.3637618,92.3161659,eco-centric
Outdoors,33.0638536,93.2067277,monitoring
Medicines,32.574764,93.8407601,artificial intelligence
Tools,34.5747594,92.7147452,product
Others,34.1270462,88.7465228,intangible
Appliances,32.1562911,92.8028855,Reverse-engineered
Sports,30.0280216,88.1948977,benchmark
Sports,34.8085737,89.1715783,definition
Medicines,33.1765044,89.1888498,tangible
Water,34.6651683,88.0635602,strategy
Tools,34.2781813,90.5193228,User-centric
Water,29.0977388,89.7228538,flexibility
Tools,31.4363798,91.1272979,moderator
Clothing,32.4214309,88.90347,modular
Tools,34.8048274,91.9123977,6th generation
Food,29.432505,92.2649737,Open-architected
Home,31.4209325,93.6441124,Distributed
Clothing,34.1527476,92.8203791,systematic
Clothing,34.123516,91.2168553,Optional
Garden,32.5572508,93.4440524,alliance
Medicines,34.86114,88.9320509,support
Clothing,33.8803863,88.9396587,infrastructure
Water,33.1784426,92.1153814,solution
Medicines,31.0229277,90.385681,executive
Medicines,29.3105349,92.9254442,coherent
Water,31.7360494,91.0797442,Implemented
Medicines,31.9916962,91.7037357,open architecture
Food,29.9584264,88.3953679,encompassing
Food,31.0954414,93.9792109,motivating
Water,33.0232745,93.5982348,Assimilated
Others,30.1948641,91.1199175,Assimilated
Medicines,34.9775311,89.9919362,archive
Sports,33.1577815,91.4456403,Balanced
Clothing,31.3804646,92.7236558,scalable
Medicines,31.6880163,93.5844733,Expanded
Appliances,31.4199708,91.2738294,Managed
Appliances,31.8586521,93.771712,dynamic
Water,32.1120275,89.704044,Reduced
Medicines,29.8677315,89.7553241,matrix
Tools,32.4622412,93.92291,eco-centric
Appliances,29.6879282,92.7590284,projection
Medicines,32.4095034,92.4742431,contextually-based
Garden,33.1146166,91.7321507,productivity
Others,29.4620968,90.1129886,bi-directional
Appliances,31.9406479,92.2143132,collaboration
Clothing,30.3534649,93.8132058,help-desk
Medicines,34.4677154,91.8153556,solution-oriented
Music,32.1426285,90.53499,leverage
Sports,30.2343062,88.900983,Multi-layered
Medicines,30.253385,88.1062332,multi-state
Tools,29.2090854,92.7462553,Centralized
Food,34.0812383,90.5095195,interactive
Food,31.6093937,88.7014771,collaboration
Clothing,31.5045346,89.6370436,application
Medicines,30.133553,90.0537812,pricing structure
Medicines,31.5666519,93.5397779,Open-architected
Music,30.6327113,88.9593727,Reactive
Food,29.7242737,91.5818004,upward-trending
Music,29.2965296,88.9759216,alliance
Garden,34.9970266,91.7571961,zero administration
Appliances,29.8479768,89.7719751,neural-net
Appliances,29.4926096,88.0787147,Centralized
Water,34.3194366,93.5690877,Proactive
Medicines,34.6591593,89.2744659,De-engineered
Others,29.0367522,93.6717901,object-oriented
Garden,30.3561537,89.5738119,customer loyalty
Food,33.2476958,89.4950902,Inverse
Clothing,34.8298469,91.286149,reciprocal
Grocery,33.19231,91.8094928,holistic
Clothing,32.956697,88.7601741,De-engineered
Others,29.2510154,92.5199394,knowledge user
Food,33.4017579,92.1985492,eco-centric
Food,30.3393795,88.120357,4th generation
Clothing,30.920066,88.428043,logistical
Clothing,31.6821006,91.8229437,Optimized
Tools,34.0545839,90.2378632,emulation
Clothing,32.7845908,88.8826516,uniform
Water,30.1426436,89.1412592,Grass-roots
Clothing,32.9348605,88.9651276,Balanced
Appliances,29.0916282,93.9837056,6th generation
Grocery,31.2533408,93.5919348,firmware
Grocery,34.593907,92.1116613,De-engineered
Others,32.4188087,90.66818,Visionary
Food,33.799479,89.7435792,initiative
Grocery,32.4789764,90.8465319,installation
Music,30.5968756,88.1555126,forecast
Medicines,29.8303036,89.0834627,De-engineered
Grocery,29.5544743,93.1694065,access
Home,32.1597504,92.8266199,approach
Home,30.6291985,88.2452751,Synchronised
Appliances,34.6130433,88.5952965,time-frame
Tools,31.2155455,91.7834289,Monitored
Outdoors,34.8145944,93.6938898,Visionary
Home,33.9014061,90.0750445,hardware
Music,29.7996039,90.3269702,project
Clothing,34.3715853,92.327852,Customer-focused
Others,30.8534073,89.1902214,Multi-tiered
Grocery,32.5161875,90.9078972,toolset
Outdoors,34.5366328,92.9701394,middleware
Medicines,34.9547011,93.2425845,moratorium
Medicines,33.5518407,88.6213874,hub
Food,31.4945997,93.7171537,standardization
Water,31.5125874,88.7244246,Profound
Others,29.367839,90.7279887,De-engineered
Water,32.2790601,89.1751932,background
Garden,31.7653603,89.0806197,3rd generation
Clothing,34.4130774,88.9850523,analyzer
Appliances,34.1620504,93.7736421,internet solution
Home,32.6302014,90.1346233,emulation
Outdoors,30.5073907,93.2133313,neutral
Water,30.7294253,91.4290683,Inverse
Food,32.5407623,90.1534769,Extended
Food,29.132239,90.7115482,Digitized
Appliances,31.9300894,89.5409081,intangible
Medicines,32.9118807,89.9991892,application
Grocery,33.211393,93.8460385,3rd generation
Food,34.6329676,91.5753907,challenge
Water,34.8053726,88.6668375,Seamless
Food,31.2814245,90.2687645,Optional
Outdoors,32.3445457,93.4750558,complexity
Medicines,32.448008,90.5743687,Sharable
Food,33.7061091,93.7663378,encompassing
Water,30.5171519,92.8062296,Decentralized
Medicines,30.4668638,90.8450465,intranet
Food,31.8169051,93.5878455,systematic
Sports,33.4985738,88.7853423,analyzer
Food,31.6661686,88.2418696,interface
Home,33.4903399,93.7927612,circuit
Medicines,34.5950789,90.0536519,24 hour
Clothing,31.2228269,90.0802311,Compatible
Medicines,32.300493,91.0415556,next generation
Clothing,32.7179307,93.8591821,conglomeration
Medicines,32.2833428,89.1043234,Exclusive
Food,31.1174092,91.9781578,core
Home,29.7243476,88.2681351,static
Medicines,29.4657936,88.3232985,Total
Water,32.365111,88.3006435,Versatile
Grocery,29.4370397,88.1275001,implementation
Food,29.855197,92.9508458,optimizing
Water,29.0674264,93.2725297,attitude
Water,33.479217,92.4983883,scalable
Clothing,29.8225097,89.5220796,zero tolerance
Grocery,30.6446417,92.9675065,interface
Food,31.7802597,90.8642596,dynamic
Outdoors,32.9714556,88.9943475,Cross-group
Medicines,34.9022993,92.6510543,Team-oriented
Grocery,31.552328,92.685791,neutral
Appliances,33.1876513,90.7497888,4th generation
Others,29.3320433,88.1719052,responsive
Medicines,33.7755342,91.8722043,24/7
Water,31.6741654,92.3592144,clear-thinking
Music,32.6658329,89.6328684,knowledge user
Food,33.2671553,92.664091,protocol
Food,29.4848702,91.8078601,web-enabled
Medicines,30.1529343,91.5717584,leading edge
Clothing,30.2597184,90.611206,framework
Clothing,33.3458737,90.5475257,Assimilated
Appliances,33.0807927,88.6721295,approach
Food,33.9431008,92.6188083,Customer-focused
Tools,30.7425842,88.2872521,needs-based
Food,31.1400113,88.7261614,Inverse
Medicines,34.213607,90.3386129,Universal
Others,33.2981933,90.185635,Innovative
Garden,33.0603414,92.9930091,24/7
Outdoors,29.4466254,93.9596532,benchmark
Others,30.4158274,90.5969634,national
Clothing,33.8099646,88.5269923,Triple-buffered
Food,30.2038076,88.2957519,regional
Appliances,29.6177199,93.0065121,initiative
Water,32.7869084,88.38501,Organic
Medicines,30.291898,90.543528,Persistent
Appliances,29.6140563,92.8459929,maximized
Home,29.7346626,89.3113124,heuristic
Medicines,30.2381977,93.2940922,Quality-focused
Garden,32.6595738,89.2847615,Enhanced
Medicines,29.3616364,91.5666155,empowering
Sports,33.9163055,90.7574097,Multi-lateral
Water,29.3062274,88.6609921,Secured
Others,31.8318886,93.3291218,content-based
Grocery,31.2870903,92.1704303,artificial intelligence
Food,34.4790144,91.6028307,standardization
Medicines,30.5242474,88.7489789,maximized
Others,29.8568515,92.2999854,open system
Home,30.4792381,93.834979,Down-sized
Medicines,29.5504346,88.2568347,secondary
Medicines,30.3739151,90.1006077,implementation
Food,31.3060095,89.8101669,Compatible
Music,32.8387402,90.6786229,support
Medicines,29.9044911,92.9317479,clear-thinking
Appliances,32.0069722,89.7537598,uniform
Water,34.5186746,90.8818716,Profit-focused
Medicines,33.3016051,89.5968712,alliance
Grocery,34.9957529,93.6550341,Realigned
Tools,32.2199276,90.5160703,transitional
Appliances,29.8372084,93.5238974,task-force
Sports,32.963482,89.3081427,systemic
Medicines,33.0122427,89.1287154,client-driven
Medicines,30.4496769,89.1283025,Horizontal
Food,31.1230673,93.796617,secondary
Clothing,32.9497624,90.0934549,Robust
Food,32.2706424,93.9227852,cohesive
Clothing,33.2172288,90.1773643,Reduced
Food,31.6608545,89.3604726,Open-architected
Food,32.3764244,88.2275945,Phased
Medicines,30.5419104,91.5223035,methodical
Music,34.519053,89.6468828,mobile
Food,31.1178801,92.1594224,De-engineered
Music,33.1146327,88.1432354,instruction set
Medicines,29.3953057,93.1678814,Graphic Interface
Tools,34.861312,92.907632,Enterprise-wide
Music,31.1523041,89.5283076,Progressive
Food,29.004279,90.0873524,Implemented
Clothing,18.0680646,75.4173433,logistical
Grocery,18.1038829,74.4001184,knowledge user
Food,15.3558841,76.321552,approach
Music,15.2897023,74.9702757,Visionary
Grocery,13.5726998,74.9885054,hierarchy
Water,16.300046299999998,73.2897321,capacity
Water,13.3354594,73.9300611,website
Others,15.7338225,72.9195223,access
Food,18.2396758,75.3336168,superstructure
Appliances,15.6202918,76.7889141,Re-engineered
Grocery,17.6384498,74.0632518,Cross-group
Grocery,17.3362464,74.2204289,contextually-based
Music,18.226414,73.9491415,productivity
